browser position chr8:98947784-99078856
browser hide all
chr8 98994120 98994247 0.0008403441752307117
chr8 98994248 98994375 0.0007481780485250056
chr8 98994376 98994503 0.001171391224488616
chr8 98994504 98994631 0.0007793885888531804
chr8 98994632 98994759 0.00077378487912938
chr8 98994760 98994887 0.0008142178412526846
chr8 98994888 98995015 0.0007695718086324632
chr8 98995016 98995143 0.0008549404446966946
chr8 98995144 98995271 0.0010660893749445677
chr8 98995272 98995399 0.0007462308858521283
chr8 98995400 98995527 0.0011043396079912782
chr8 98995528 98995655 0.0018352739280089736
chr8 98995656 98995783 0.0014092192286625504
chr8 98995784 98995911 0.0007649443577975035
chr8 98995912 98996039 0.0014857969945296645
chr8 98996040 98996167 0.0008680064347572625
chr8 98996168 98996295 0.0008942187996581197
chr8 98996296 98996423 0.0014117843238636851
chr8 98996424 98996551 0.000977703952230513
chr8 98996552 98996679 0.0008194636320695281
chr8 98996680 98996807 0.0019138994393870234
chr8 98996808 98996935 0.0008464878774248064
chr8 98996936 98997063 0.001159150619059801
chr8 98997064 98997191 0.001153431599959731
chr8 98997192 98997319 0.0007705129683017731
chr8 98997320 98997447 0.000788576144259423
chr8 98997448 98997575 0.001100699184462428
chr8 98997576 98997703 0.0011317982571199536
chr8 98997704 98997831 0.0007695747190155089
chr8 98997832 98997959 0.0008081925916485488
chr8 98997960 98998087 0.0008429110748693347
chr8 98998088 98998215 0.0007294933311641216
chr8 98998216 98998343 0.0006979706813581288
chr8 98998344 98998471 0.0007157683139666915
chr8 98998472 98998599 0.0008745478116907179
chr8 98998600 98998727 0.0007445088122040033
chr8 98998728 98998855 0.0014815803151577711
chr8 98998856 98998983 0.0010447880486026406
chr8 98998984 98999111 0.0007624826394021511
chr8 98999112 98999239 0.001256385468877852
chr8 98999240 98999367 0.0009205744718201458
chr8 98999368 98999495 0.001217884011566639
chr8 98999496 98999623 0.0007266449392773211
chr8 98999624 98999751 0.0007113378378562629
chr8 98999752 98999879 0.0010367186041548848
chr8 98999880 99000007 0.0007464811205863953
chr8 99000008 99000135 0.000865359150338918
chr8 99000136 99000263 0.0008085788576863706
chr8 99000264 99000391 0.0008144181920215487
chr8 99000392 99000519 0.0007095106411725283
chr8 99000520 99000647 0.0008127198670990765
chr8 99000648 99000775 0.0008101130370050669
chr8 99000776 99000903 0.00114482082426548
chr8 99000904 99001031 0.000787779048550874
chr8 99001032 99001159 0.0011668489314615726
chr8 99001160 99001287 0.0012883397284895182
chr8 99001288 99001415 0.0010533910244703293
chr8 99001416 99001543 0.0012539762537926435
chr8 99001544 99001671 0.001460367813706398
chr8 99001672 99001799 0.0013841884210705757
chr8 99001800 99001927 0.0011182271409779787
chr8 99001928 99002055 0.0007618492236360908
chr8 99002056 99002183 0.0007351134554482996
chr8 99002184 99002311 0.0007669138722121716
chr8 99002312 99002439 0.0008097535464912653
chr8 99002440 99002567 0.0007875757291913033
chr8 99002568 99002695 0.0008535232045687735
chr8 99002696 99002823 0.0008483460987918079
chr8 99002824 99002951 0.001817371929064393
chr8 99002952 99003079 0.0014201230369508266
chr8 99003080 99003207 0.0007332682725973427
chr8 99003208 99003335 0.0007448486285284162
chr8 99003336 99003463 0.0008895662031136453
chr8 99003464 99003591 0.0007229908951558173
chr8 99003592 99003719 0.0007805408095009625
chr8 99003720 99003847 0.0010185774881392717
chr8 99003848 99003975 0.0012325301067903638
chr8 99003976 99004103 0.0007412778213620186
chr8 99004104 99004231 0.0007417406886816025
chr8 99004232 99004359 0.0007024604710750282
chr8 99004360 99004487 0.0007161539979279041
chr8 99004488 99004615 0.0010218401439487934
chr8 99004616 99004743 0.000765196222346276
chr8 99004744 99004871 0.0008908186573535204
chr8 99004872 99004999 0.0007991124293766916
chr8 99005000 99005127 0.0007186272996477783
chr8 99005128 99005255 0.0007780503365211189
chr8 99005256 99005383 0.043374158442020416
chr8 99005384 99005511 0.0010766767663881183
chr8 99005512 99005639 0.0007228550384752452
chr8 99005640 99005767 0.0008650272502563894
chr8 99005768 99005895 0.0007697191322222352
chr8 99005896 99006023 0.0008133141091093421
chr8 99006024 99006151 0.0008032677578739822
chr8 99006152 99006279 0.0008437467040494084
chr8 99006280 99006407 0.0007602874538861215
chr8 99006408 99006535 0.0010757322888821363
chr8 99006536 99006663 0.0007336484268307686
chr8 99006664 99006791 0.000967986648902297
chr8 99006792 99006919 0.0008051391341723502
chr8 99006920 99007047 0.0018114929553121328
chr8 99007048 99007175 0.0007192620541900396
chr8 99007176 99007303 0.0011207639472559094
chr8 99007304 99007431 0.0007798929000273347
chr8 99007432 99007559 0.0007002896745689213
chr8 99007560 99007687 0.0008042877307161689
chr8 99007688 99007815 0.0007435310981236398
chr8 99007816 99007943 0.0007988728466443717
chr8 99007944 99008071 0.0008703845087438822
chr8 99008072 99008199 0.0007849109242670238
chr8 99008200 99008327 0.0008617936982773244
chr8 99008328 99008455 0.0009579968173056841
chr8 99008456 99008583 0.0011252348776906729
chr8 99008584 99008711 0.0007874350994825363
chr8 99008712 99008839 0.000820147804915905
chr8 99008840 99008967 0.0008467096486128867
chr8 99008968 99009095 0.000860603351611644
chr8 99009096 99009223 0.0010957105550915003
chr8 99009224 99009351 0.0010249688057228923
chr8 99009352 99009479 0.0009889793582260609
chr8 99009480 99009607 0.0009166858508251607
chr8 99009608 99009735 0.000772384402807802
chr8 99009736 99009863 0.0009710142039693892
chr8 99009864 99009991 0.0010105804540216923
chr8 99009992 99010119 0.001007327577099204
chr8 99010120 99010247 0.0009789048926904798
chr8 99010248 99010375 0.0008103109430521727
chr8 99010376 99010503 0.0007192168850451708
chr8 99010504 99010631 0.0008021682151593268
chr8 99010632 99010759 0.0011100114788860083
chr8 99010760 99010887 0.0010227581951767206
chr8 99010888 99011015 0.0008977232500910759
chr8 99011016 99011143 0.0008081570267677307
chr8 99011144 99011271 0.0009317650110460818
chr8 99011272 99011399 0.001129675772972405
chr8 99011400 99011527 0.0008317162282764912
chr8 99011528 99011655 0.0009897847194224596
chr8 99011656 99011783 0.0010835747234523296
chr8 99011784 99011911 0.003325452795252204
chr8 99011912 99012039 0.0012474218383431435
chr8 99012040 99012167 0.0015698759816586971
chr8 99012168 99012295 0.0015144932549446821
chr8 99012296 99012423 0.001563708996400237
chr8 99012424 99012551 0.0022583904210478067
chr8 99012552 99012679 0.002363002160564065
chr8 99012680 99012807 0.0018957904540002346
chr8 99012808 99012935 0.004030122421681881
chr8 99012936 99013063 0.011046113446354866
chr8 99013064 99013191 0.004294984508305788
chr8 99013192 99013319 0.014763543382287025
chr8 99013320 99013447 0.019567297771573067
chr8 99013448 99013575 0.004478513263165951
chr8 99013576 99013703 0.06569020450115204
chr8 99013704 99013831 0.01538732461631298
chr8 99013832 99013959 0.006164556834846735
chr8 99013960 99014087 0.015550732612609863
chr8 99014088 99014215 0.0019038476748391986
chr8 99014216 99014343 0.001960214227437973
chr8 99014344 99014471 0.00641753850504756
chr8 99014472 99014599 0.003567784558981657
chr8 99014600 99014727 0.0011607421329244971
chr8 99014728 99014855 0.003921871539205313
chr8 99014856 99014983 0.001883074059151113
chr8 99014984 99015111 0.002530258148908615
chr8 99015112 99015239 0.003277998650446534
chr8 99015240 99015367 0.0024515269324183464
chr8 99015368 99015495 0.0018235736060887575
chr8 99015496 99015623 0.0013899847399443388
chr8 99015624 99015751 0.0011139665730297565
chr8 99015752 99015879 0.0021452675573527813
chr8 99015880 99016007 0.0010568022262305021
chr8 99016008 99016135 0.002087467582896352
chr8 99016136 99016263 0.001981931272894144
chr8 99016264 99016391 0.00590908108279109
chr8 99016392 99016519 0.015941714867949486
chr8 99016520 99016647 0.00220270617865026
chr8 99016648 99016775 0.0023380639031529427
chr8 99016776 99016903 0.0017280445899814367
chr8 99016904 99017031 0.004492695443332195
chr8 99017032 99017159 0.007385022472590208
chr8 99017160 99017287 0.0033240634948015213
chr8 99017288 99017415 0.0016966979019343853
chr8 99017416 99017543 0.00334919523447752
chr8 99017544 99017671 0.001520850113593042
chr8 99017672 99017799 0.001263150479644537
chr8 99017800 99017927 0.0028620027005672455
chr8 99017928 99018055 0.036804039031267166
chr8 99018056 99018183 0.0032135231886059046
chr8 99018184 99018311 0.001094231498427689
chr8 99018312 99018439 0.0009218511404469609
chr8 99018440 99018567 0.0023938692174851894
chr8 99018568 99018695 0.002787245437502861
chr8 99018696 99018823 0.0038127496372908354
chr8 99018824 99018951 0.004063992761075497
chr8 99018952 99019079 0.00408545508980751
chr8 99019080 99019207 0.0045121158473193645
chr8 99019208 99019335 0.0013152612373232841
chr8 99019336 99019463 0.001186857931315899
chr8 99019464 99019591 0.0037582581862807274
chr8 99019592 99019719 0.002527561504393816
chr8 99019720 99019847 0.001596274203620851
chr8 99019848 99019975 0.001233481103554368
chr8 99019976 99020103 0.002717520110309124
chr8 99020104 99020231 0.0015763387782499194
chr8 99020232 99020359 0.004196053370833397
chr8 99020360 99020487 0.0028770770877599716
chr8 99020488 99020615 0.002113922266289592
chr8 99020616 99020743 0.0028011309914290905
chr8 99020744 99020871 0.0015583970816805959
chr8 99020872 99020999 0.0021793816704303026
chr8 99021000 99021127 0.002539542969316244
chr8 99021128 99021255 0.00107961508911103
chr8 99021256 99021383 0.003012656467035413
chr8 99021384 99021511 0.0009970462415367365
chr8 99021512 99021639 0.0008510707993991673
chr8 99021640 99021767 0.0013216388178989291
chr8 99021768 99021895 0.001553877955302596
chr8 99021896 99022023 0.002416804898530245
chr8 99022024 99022151 0.002177647314965725
chr8 99022152 99022279 0.001670661149546504
chr8 99022280 99022407 0.0022256099618971348
chr8 99022408 99022535 0.0018629368860274553
chr8 99022536 99022663 0.0018060458824038506
chr8 99022664 99022791 0.0022257280070334673
chr8 99022792 99022919 0.0013402330223470926
chr8 99022920 99023047 0.0017501632682979107
chr8 99023048 99023175 0.00188973150216043
chr8 99023176 99023303 0.0022864816710352898
chr8 99023304 99023431 0.0032287093345075846
chr8 99023432 99023559 0.0014007161371409893
chr8 99023560 99023687 0.0011387972626835108
chr8 99023688 99023815 0.001745225046761334
chr8 99023816 99023943 0.0009825133020058274
chr8 99023944 99024071 0.001484027598053217
chr8 99024072 99024199 0.0025946609675884247
chr8 99024200 99024327 0.001637206063605845
chr8 99024328 99024455 0.0010551901068538427
chr8 99024456 99024583 0.0019138415809720755
chr8 99024584 99024711 0.0016302106669172645
chr8 99024712 99024839 0.0018929599318653345
chr8 99024840 99024967 0.0016871355473995209
chr8 99024968 99025095 0.002921127015724778
chr8 99025096 99025223 0.0016880501061677933
chr8 99025224 99025351 0.0024102767929434776
chr8 99025352 99025479 0.0029112468473613262
chr8 99025480 99025607 0.0016273418441414833
chr8 99025608 99025735 0.0017186467302963138
chr8 99025736 99025863 0.002029045019298792
chr8 99025864 99025991 0.0021369282621890306
chr8 99025992 99026119 0.0019277372630313039
chr8 99026120 99026247 0.0019298336701467633
chr8 99026248 99026375 0.0024096337147057056
chr8 99026376 99026503 0.0010558145586401224
chr8 99026504 99026631 0.0011579719139263034
chr8 99026632 99026759 0.0010736450785771012
chr8 99026760 99026887 0.0014827689155936241
chr8 99026888 99027015 0.0024064164608716965
chr8 99027016 99027143 0.0011926291044801474
chr8 99027144 99027271 0.001648365636356175
chr8 99027272 99027399 0.005954870954155922
chr8 99027400 99027527 0.0017548758769407868
chr8 99027528 99027655 0.001686779665760696
chr8 99027656 99027783 0.001252574729733169
chr8 99027784 99027911 0.0008694587158970535
chr8 99027912 99028039 0.001085525844246149
chr8 99028040 99028167 0.0010019929613918066
chr8 99028168 99028295 0.0008332208963111043
chr8 99028296 99028423 0.0017175222747027874
chr8 99028424 99028551 0.001180864404886961
chr8 99028552 99028679 0.002525039715692401
chr8 99028680 99028807 0.00137862388510257
chr8 99028808 99028935 0.0023291888646781445
chr8 99028936 99029063 0.0015225497772917151
chr8 99029064 99029191 0.0010763210011646152
chr8 99029192 99029319 0.0010008489480242133
chr8 99029320 99029447 0.0009835303062573075
chr8 99029448 99029575 0.0014275460271164775
chr8 99029576 99029703 0.0007833240088075399
chr8 99029704 99029831 0.0007572976173833013
chr8 99029832 99029959 0.001199765712954104
chr8 99029960 99030087 0.001234578900039196
chr8 99030088 99030215 0.0009157502790912986
chr8 99030216 99030343 0.0014630584046244621
chr8 99030344 99030471 0.0019147503189742565
chr8 99030472 99030599 0.0011799047933891416
chr8 99030600 99030727 0.0010350950760766864
chr8 99030728 99030855 0.0017068171873688698
chr8 99030856 99030983 0.0011933461064472795
chr8 99030984 99031111 0.0008541581919416785
chr8 99031112 99031239 0.0022261803969740868
chr8 99031240 99031367 0.0011757825268432498
chr8 99031368 99031495 0.007052202243357897
chr8 99031496 99031623 0.0016410585958510637
chr8 99031624 99031751 0.0013801376335322857
chr8 99031752 99031879 0.0009748778538778424
chr8 99031880 99032007 0.0011054909555241466
chr8 99032008 99032135 0.0014580868883058429
chr8 99032136 99032263 0.001072367187589407
chr8 99032264 99032391 0.0010628392919898033
chr8 99032392 99032519 0.001595041248947382
chr8 99032520 99032647 0.0015568336239084601
chr8 99032648 99032775 0.0011426493292674422
chr8 99032776 99032903 0.0013110379222780466
chr8 99032904 99033031 0.0012217644834890962
chr8 99033032 99033159 0.0008720415062271059
chr8 99033160 99033287 0.0014207168715074658
chr8 99033288 99033415 0.0008409986039623618
chr8 99033416 99033543 0.001091614249162376
chr8 99033544 99033671 0.0010169446468353271
chr8 99033672 99033799 0.0008578812121413648
chr8 99033800 99033927 0.0007552194874733686
chr8 99033928 99034055 0.001074640080332756
chr8 99034056 99034183 0.0011150981299579144
chr8 99034184 99034311 0.0013166260905563831
chr8 99034312 99034439 0.0009161557536572218
chr8 99034440 99034567 0.0011884932173416018
chr8 99034568 99034695 0.0009264660766348243
chr8 99034696 99034823 0.04147731512784958
chr8 99034824 99034951 0.0014738038880750537
chr8 99034952 99035079 0.0008546106982976198
chr8 99035080 99035207 0.0023949146270751953
chr8 99035208 99035335 0.0009477931307628751
chr8 99035336 99035463 0.0009127608500421047
chr8 99035464 99035591 0.0011161983711645007
chr8 99035592 99035719 0.0011823299573734403
chr8 99035720 99035847 0.001072050305083394
chr8 99035848 99035975 0.0011846955167129636
chr8 99035976 99036103 0.0011403202079236507
chr8 99036104 99036231 0.0015089365188032389
chr8 99036232 99036359 0.0015021333238109946
chr8 99036360 99036487 0.0008456744253635406
chr8 99036488 99036615 0.0011610976653173566
chr8 99036616 99036743 0.0010165090207010508
chr8 99036744 99036871 0.0010567463468760252
chr8 99036872 99036999 0.001626495155505836
chr8 99037000 99037127 0.0013767729979008436
chr8 99037128 99037255 0.0012948682997375727
chr8 99037256 99037383 0.0008700681501068175
chr8 99037384 99037511 0.000879152852576226
chr8 99037512 99037639 0.0009347175364382565
chr8 99037640 99037767 0.0013073260197415948
chr8 99037768 99037895 0.0009552477276884019
chr8 99037896 99038023 0.0009370886255055666
chr8 99038024 99038151 0.0009503149194642901
chr8 99038152 99038279 0.0010148590663447976
chr8 99038280 99038407 0.0011202545138075948
chr8 99038408 99038535 0.00104995328001678
chr8 99038536 99038663 0.0009734041523188353
chr8 99038664 99038791 0.0012500110315158963
chr8 99038792 99038919 0.0015577815938740969
chr8 99038920 99039047 0.001274063833989203
chr8 99039048 99039175 0.001021626521833241
chr8 99039176 99039303 0.0009446570184081793
chr8 99039304 99039431 0.0010012658312916756
chr8 99039432 99039559 0.000850910204462707
chr8 99039560 99039687 0.0008845490519888699
chr8 99039688 99039815 0.001083026989363134
chr8 99039816 99039943 0.0010796730639413
chr8 99039944 99040071 0.0011512809433043003
chr8 99040072 99040199 0.0007519033388234675
chr8 99040200 99040327 0.0008825357654131949
chr8 99040328 99040455 0.0008135988027788699
chr8 99040456 99040583 0.0010456910822540522
chr8 99040584 99040711 0.000983108882792294
chr8 99040712 99040839 0.0007773975376039743
chr8 99040840 99040967 0.0009342146222479641
chr8 99040968 99041095 0.0009516423451714218
chr8 99041096 99041223 0.0008533539948984981
chr8 99041224 99041351 0.0013106167316436768
chr8 99041352 99041479 0.0012276042252779007
chr8 99041480 99041607 0.0009202985092997551
chr8 99041608 99041735 0.0009673961903899908
chr8 99041736 99041863 0.0008992034709081054
chr8 99041864 99041991 0.0007936960901133716
chr8 99041992 99042119 0.0009588041575625539
chr8 99042120 99042247 0.0008941295091062784
chr8 99042248 99042375 0.0026013569440692663
chr8 99042376 99042503 0.0022885638754814863
chr8 99042504 99042631 0.000914942764211446
chr8 99042632 99042759 0.002741542411968112
chr8 99042760 99042887 0.0011347733670845628
chr8 99042888 99043015 0.0010148955043405294
chr8 99043016 99043143 0.0010666982270777225
chr8 99043144 99043271 0.0012619817862287164
chr8 99043272 99043399 0.004177344497293234
chr8 99043400 99043527 0.0011981434654444456
chr8 99043528 99043655 0.0012965751811861992
chr8 99043656 99043783 0.0010839409660547972
chr8 99043784 99043911 0.0015380728291347623
chr8 99043912 99044039 0.002122452249750495
chr8 99044040 99044167 0.0010568680008873343
chr8 99044168 99044295 0.0013222027337178588
chr8 99044296 99044423 0.0013457852182909846
chr8 99044424 99044551 0.0007714620442129672
chr8 99044552 99044679 0.001241673482581973
chr8 99044680 99044807 0.0015747151337563992
chr8 99044808 99044935 0.0012499992735683918
chr8 99044936 99045063 0.0012771706096827984
chr8 99045064 99045191 0.0015910741640254855
chr8 99045192 99045319 0.0016139252111315727
chr8 99045320 99045447 0.0015418468974530697
chr8 99045448 99045575 0.0016894761938601732
chr8 99045576 99045703 0.001200199592858553
chr8 99045704 99045831 0.0011203722096979618
chr8 99045832 99045959 0.0011101982090622187
chr8 99045960 99046087 0.001261655823327601
