browser position chr8:98947784-99078856
browser hide all
chr8 98980650 98980650 6.1429868765117135e-06
chr8 98980651 98980651 5.2334533393150195e-05
chr8 98980652 98980652 3.403334631002508e-06
chr8 98980653 98980653 2.6835614335141145e-05
chr8 98980654 98980654 1.756838355504442e-05
chr8 98980655 98980655 3.661460505099967e-05
chr8 98980656 98980656 2.7973328542429954e-05
chr8 98980657 98980657 3.464143446763046e-05
chr8 98980658 98980658 1.1771242043323582e-06
chr8 98980659 98980659 4.092784729436971e-05
chr8 98980660 98980660 3.780517363338731e-05
chr8 98980661 98980661 4.140629607718438e-05
chr8 98980662 98980662 6.636642501689494e-05
chr8 98980663 98980663 6.8494031438604e-05
chr8 98980664 98980664 3.266520070610568e-05
chr8 98980665 98980665 3.1170504371402785e-05
chr8 98980666 98980666 1.3529620446206536e-05
chr8 98980667 98980667 3.6226134398020804e-05
chr8 98980668 98980668 1.2015480024274439e-05
chr8 98980669 98980669 4.481942960410379e-05
chr8 98980670 98980670 1.3171177215554053e-06
chr8 98980671 98980671 4.462514698388986e-05
chr8 98980672 98980672 2.097943433909677e-05
chr8 98980673 98980673 9.731428690429311e-06
chr8 98980674 98980674 2.8984442906221375e-05
chr8 98980675 98980675 1.476751913287444e-05
chr8 98980676 98980676 2.6415198135509854e-06
chr8 98980677 98980677 4.8094843805301934e-06
chr8 98980678 98980678 4.841094050789252e-05
chr8 98980679 98980679 3.7143454392207786e-06
chr8 98980680 98980680 4.046870344609488e-06
chr8 98980681 98980681 1.579239687998779e-05
chr8 98980682 98980682 3.183991793775931e-05
chr8 98980683 98980683 5.6988410506164655e-06
chr8 98980684 98980684 1.883800359792076e-05
chr8 98980685 98980685 9.110450264415704e-06
chr8 98980686 98980686 1.4899506822985131e-05
chr8 98980687 98980687 8.238778264058055e-07
chr8 98980688 98980688 1.4941755580366589e-05
chr8 98980689 98980689 1.614094799151644e-05
chr8 98980690 98980690 8.973147487267852e-06
chr8 98980691 98980691 2.3540376787423156e-05
chr8 98980692 98980692 1.5178526155068539e-05
chr8 98980693 98980693 1.4785456187382806e-05
chr8 98980694 98980694 1.531369889562484e-05
chr8 98980695 98980695 1.5535497368546203e-05
chr8 98980696 98980696 9.147388482233509e-07
chr8 98980697 98980697 1.6289004634018056e-05
chr8 98980698 98980698 1.549200533190742e-05
chr8 98980699 98980699 3.1867908546701074e-05
chr8 98980700 98980700 1.5110650565475225e-05
chr8 98980701 98980701 7.925334102765191e-06
chr8 98980702 98980702 1.1852112947963178e-05
chr8 98980703 98980703 2.1285488401190378e-05
chr8 98980704 98980704 1.1833530152216554e-05
chr8 98980705 98980705 2.4433855287497863e-05
chr8 98980706 98980706 1.4146211242405116e-06
chr8 98980707 98980707 3.691002348205075e-05
chr8 98980708 98980708 1.0475619092176203e-05
chr8 98980709 98980709 7.47280409996165e-07
chr8 98980710 98980710 1.5004641682025976e-05
chr8 98980711 98980711 5.176676495466381e-06
chr8 98980712 98980712 3.4156728361267596e-06
chr8 98980713 98980713 1.1561408427951392e-05
chr8 98980714 98980714 2.7303907700115815e-05
chr8 98980715 98980715 1.8293871107744053e-05
chr8 98980716 98980716 2.581965600256808e-05
chr8 98980717 98980717 6.098824997025076e-06
chr8 98980718 98980718 3.8610610317846294e-06
chr8 98980719 98980719 1.1744363291654736e-05
chr8 98980720 98980720 2.0382003640406765e-06
chr8 98980721 98980721 4.614765202859417e-06
chr8 98980722 98980722 4.59546299680369e-07
chr8 98980723 98980723 2.843560287146829e-05
chr8 98980724 98980724 4.151294888288248e-06
chr8 98980725 98980725 2.4694792955415323e-05
chr8 98980726 98980726 2.2373196770786308e-05
chr8 98980727 98980727 1.8370052202953957e-05
chr8 98980728 98980728 1.916855808303808e-06
chr8 98980729 98980729 1.5760393580421805e-05
chr8 98980730 98980730 1.1209132935618982e-05
chr8 98980731 98980731 1.5254390746122226e-05
chr8 98980732 98980732 2.4062861484708264e-05
chr8 98980733 98980733 2.5030058168340474e-05
chr8 98980734 98980734 1.1570127753657289e-06
chr8 98980735 98980735 5.832072929479182e-06
chr8 98980736 98980736 1.9699968106579036e-05
chr8 98980737 98980737 1.2600044101418462e-06
chr8 98980738 98980738 7.883685611886904e-06
chr8 98980739 98980739 5.023638550483156e-06
chr8 98980740 98980740 9.006082109408453e-06
chr8 98980741 98980741 8.087436071946286e-06
chr8 98980742 98980742 2.8940859920112416e-05
chr8 98980743 98980743 3.3433889257139526e-06
chr8 98980744 98980744 4.26346086896956e-05
chr8 98980745 98980745 1.1338141121086664e-05
chr8 98980746 98980746 3.691754500323441e-06
chr8 98980747 98980747 5.656915163854137e-06
chr8 98980748 98980748 1.588865961821284e-05
chr8 98980749 98980749 1.6764053725637496e-05
chr8 98980750 98980750 6.266721811698517e-06
chr8 98980751 98980751 5.485828751261579e-06
chr8 98980752 98980752 1.3903426406614017e-05
chr8 98980753 98980753 8.517209607816767e-06
chr8 98980754 98980754 1.49768243318249e-06
chr8 98980755 98980755 5.651270384987583e-06
chr8 98980756 98980756 1.1723436728061642e-05
chr8 98980757 98980757 3.2952020774246193e-06
chr8 98980758 98980758 1.3437791494652629e-05
chr8 98980759 98980759 9.222874723491259e-06
chr8 98980760 98980760 2.080741796817165e-05
chr8 98980761 98980761 3.970335455960594e-07
chr8 98980762 98980762 2.2029282263247296e-05
chr8 98980763 98980763 1.051281469699461e-05
chr8 98980764 98980764 1.6952197256614454e-05
chr8 98980765 98980765 2.0030403902637772e-05
chr8 98980766 98980766 4.710703706223285e-06
chr8 98980767 98980767 1.759307451720815e-05
chr8 98980768 98980768 5.407247044786345e-06
chr8 98980769 98980769 4.130412889935542e-06
chr8 98980770 98980770 6.509248123620637e-06
chr8 98980771 98980771 1.6506326574017294e-05
chr8 98980772 98980772 1.3298022167873569e-05
chr8 98980773 98980773 2.7451278583612293e-08
chr8 98980774 98980774 1.7267382645513862e-05
chr8 98980775 98980775 4.38429060523049e-06
chr8 98980776 98980776 1.0992283932864666e-05
chr8 98980777 98980777 1.6132085875142366e-05
chr8 98980778 98980778 1.711531513137743e-05
chr8 98980779 98980779 8.945427907747217e-06
chr8 98980780 98980780 8.670294846524484e-07
chr8 98980781 98980781 2.1656562239513732e-05
chr8 98980782 98980782 6.821777787990868e-06
chr8 98980783 98980783 1.3422144547803327e-05
chr8 98980784 98980784 3.809264626397635e-06
chr8 98980785 98980785 7.785753041389398e-06
chr8 98980786 98980786 8.898117812350392e-06
chr8 98980787 98980787 2.5141416699625552e-05
chr8 98980788 98980788 1.400530800310662e-05
chr8 98980789 98980789 1.725405309116468e-05
chr8 98980790 98980790 6.572294296347536e-06
chr8 98980791 98980791 1.7692087567411363e-05
chr8 98980792 98980792 6.9054835876158904e-06
chr8 98980793 98980793 2.9840191473340383e-06
chr8 98980794 98980794 2.9078028092044406e-06
chr8 98980795 98980795 2.5898027615767205e-06
chr8 98980796 98980796 9.112914995057508e-06
chr8 98980797 98980797 4.510071903496282e-06
chr8 98980798 98980798 1.2467098713386804e-06
chr8 98980799 98980799 2.2736296159564517e-05
chr8 98980800 98980800 4.875295871897833e-06
chr8 98980801 98980801 1.9787428300332977e-06
chr8 98980802 98980802 1.4588022168027237e-05
chr8 98980803 98980803 1.2858161426265724e-05
chr8 98980804 98980804 2.1590925825876184e-05
chr8 98980805 98980805 2.8007980290567502e-06
chr8 98980806 98980806 3.947950972360559e-06
chr8 98980807 98980807 1.2861952200182714e-05
chr8 98980808 98980808 1.1673317203531042e-05
chr8 98980809 98980809 3.361711060279049e-05
chr8 98980810 98980810 1.9533486920408905e-05
chr8 98980811 98980811 1.8135708160116337e-05
chr8 98980812 98980812 9.659946044848766e-06
chr8 98980813 98980813 1.4287325029727072e-05
chr8 98980814 98980814 2.5941435524146073e-05
chr8 98980815 98980815 2.5541079594404437e-05
chr8 98980816 98980816 7.939766874187626e-06
chr8 98980817 98980817 7.107068995537702e-06
chr8 98980818 98980818 1.1791203178290743e-05
chr8 98980819 98980819 2.4398291316174436e-06
chr8 98980820 98980820 7.4987628977396525e-06
chr8 98980821 98980821 3.058039874304086e-05
chr8 98980822 98980822 2.6139045075979084e-05
chr8 98980823 98980823 3.1278550522984006e-06
chr8 98980824 98980824 1.0567754316070932e-06
chr8 98980825 98980825 1.5332763723563403e-05
chr8 98980826 98980826 7.795635610818863e-06
chr8 98980827 98980827 1.7552196368342265e-05
chr8 98980828 98980828 3.22123960359022e-05
chr8 98980829 98980829 3.314594505354762e-05
chr8 98980830 98980830 2.1699495846405625e-05
chr8 98980831 98980831 3.047943209821824e-05
chr8 98980832 98980832 4.967483982909471e-05
chr8 98980833 98980833 1.1582642400753684e-05
chr8 98980834 98980834 1.779938247636892e-05
chr8 98980835 98980835 1.1345389793859795e-05
chr8 98980836 98980836 4.27667555413791e-06
chr8 98980837 98980837 1.4545687918143813e-05
chr8 98980838 98980838 2.0991323253838345e-05
chr8 98980839 98980839 5.361197690945119e-05
chr8 98980840 98980840 2.1034527890151367e-05
chr8 98980841 98980841 4.366224311525002e-05
chr8 98980842 98980842 7.56911322241649e-06
chr8 98980843 98980843 1.1800620995927602e-05
chr8 98980844 98980844 9.223764209309593e-06
chr8 98980845 98980845 1.4482957340078428e-06
chr8 98980846 98980846 2.7289604986435734e-05
chr8 98980847 98980847 1.460790190321859e-05
chr8 98980848 98980848 4.0776136302156374e-05
chr8 98980849 98980849 4.337237623985857e-05
chr8 98980850 98980850 3.070350794587284e-05
chr8 98980851 98980851 3.743978595593944e-05
chr8 98980852 98980852 1.952805723703932e-05
chr8 98980853 98980853 2.2429068849305622e-05
chr8 98980854 98980854 1.445697489543818e-05
chr8 98980855 98980855 7.887399078754243e-06
chr8 98980856 98980856 5.293908998282859e-06
chr8 98980857 98980857 2.024249261012301e-05
chr8 98980858 98980858 2.0192663214402273e-05
chr8 98980859 98980859 4.277187690604478e-05
chr8 98980860 98980860 1.181849256681744e-05
chr8 98980861 98980861 1.4138486221781932e-06
chr8 98980862 98980862 1.6184096239157952e-05
chr8 98980863 98980863 1.294512640015455e-05
chr8 98980864 98980864 1.719972351565957e-05
chr8 98980865 98980865 2.4574379494879395e-05
chr8 98980866 98980866 2.853630212484859e-05
chr8 98980867 98980867 1.9511106074787676e-05
chr8 98980868 98980868 1.4633162209065631e-05
chr8 98980869 98980869 2.7011405109078623e-05
chr8 98980870 98980870 7.673826985410415e-06
chr8 98980871 98980871 2.637694160512183e-05
chr8 98980872 98980872 2.542569382057991e-05
chr8 98980873 98980873 4.670644557336345e-05
chr8 98980874 98980874 2.5862378606689163e-05
chr8 98980875 98980875 2.0067889636266045e-05
chr8 98980876 98980876 2.6204514142591506e-05
chr8 98980877 98980877 2.7782007236965e-05
chr8 98980878 98980878 1.0524681783863343e-05
chr8 98980879 98980879 2.7433849027147517e-05
chr8 98980880 98980880 1.0261861461913213e-05
chr8 98980881 98980881 1.3491028767020907e-05
chr8 98980882 98980882 1.8496626580599695e-05
chr8 98980883 98980883 1.3178951121517457e-06
chr8 98980884 98980884 1.5212845028145239e-06
chr8 98980885 98980885 3.975454455940053e-05
chr8 98980886 98980886 2.0772999050677754e-05
chr8 98980887 98980887 1.755429184413515e-05
chr8 98980888 98980888 2.409570515737869e-05
chr8 98980889 98980889 1.8167655071010813e-05
chr8 98980890 98980890 2.3819551643100567e-05
chr8 98980891 98980891 4.121651272726012e-06
chr8 98980892 98980892 4.670870566769736e-06
chr8 98980893 98980893 2.8390568331815302e-05
chr8 98980894 98980894 4.152158726355992e-05
chr8 98980895 98980895 1.0510917491046712e-05
chr8 98980896 98980896 2.2175536287249997e-05
chr8 98980897 98980897 2.484423475834774e-07
chr8 98980898 98980898 9.404723641637247e-06
chr8 98980899 98980899 4.415963121573441e-05
chr8 98980900 98980900 6.5781605371739715e-06
chr8 98980901 98980901 3.545980143826455e-05
chr8 98980902 98980902 2.290683551109396e-05
chr8 98980903 98980903 2.4898396077333018e-05
chr8 98980904 98980904 4.1067156416829675e-05
chr8 98980905 98980905 1.2674181562033482e-05
chr8 98980906 98980906 3.6781508242711425e-05
chr8 98980907 98980907 4.025774251203984e-05
chr8 98980908 98980908 2.526577009120956e-05
chr8 98980909 98980909 9.335819413536228e-06
chr8 98980910 98980910 2.9068547519273125e-05
chr8 98980911 98980911 1.8147989067074377e-06
chr8 98980912 98980912 3.963929339079186e-05
chr8 98980913 98980913 2.858250809367746e-05
chr8 98980914 98980914 1.745514600770548e-05
chr8 98980915 98980915 1.290259933739435e-05
chr8 98980916 98980916 1.748117574607022e-05
chr8 98980917 98980917 2.0872621462331153e-05
chr8 98980918 98980918 2.4577770091127604e-05
chr8 98980919 98980919 1.565918864798732e-06
chr8 98980920 98980920 3.6357541830511764e-05
chr8 98980921 98980921 1.5153747881413437e-05
chr8 98980922 98980922 2.3543132556369528e-05
chr8 98980923 98980923 9.853274605120532e-06
chr8 98980924 98980924 3.15706456603948e-05
chr8 98980925 98980925 6.5843487391248345e-06
chr8 98980926 98980926 4.653853829950094e-05
chr8 98980927 98980927 2.0859093638136983e-05
chr8 98980928 98980928 1.1649064617813565e-05
chr8 98980929 98980929 9.304663763032295e-06
chr8 98980930 98980930 3.1889710953691974e-05
chr8 98980931 98980931 8.485967555316165e-07
chr8 98980932 98980932 6.691148882964626e-06
chr8 98980933 98980933 1.8247344996780157e-05
chr8 98980934 98980934 3.2207572076004e-06
chr8 98980935 98980935 7.910546628409065e-06
chr8 98980936 98980936 5.864330887561664e-07
chr8 98980937 98980937 5.4851247114129364e-05
chr8 98980938 98980938 2.86402391793672e-05
chr8 98980939 98980939 3.259425284340978e-05
chr8 98980940 98980940 6.718649729009485e-06
chr8 98980941 98980941 1.020478975988226e-06
chr8 98980942 98980942 1.0317815394955687e-05
chr8 98980943 98980943 2.4649338229210116e-05
chr8 98980944 98980944 1.210798291140236e-05
chr8 98980945 98980945 1.7420610674889758e-05
chr8 98980946 98980946 2.464222961862106e-05
chr8 98980947 98980947 1.7343902072752826e-05
chr8 98980948 98980948 3.611283318605274e-05
chr8 98980949 98980949 8.361747859453317e-06
chr8 98980950 98980950 2.7610956749413162e-05
chr8 98980951 98980951 2.807767305057496e-05
chr8 98980952 98980952 2.767249316093512e-05
chr8 98980953 98980953 1.2566141776915174e-05
chr8 98980954 98980954 2.2625321435043588e-05
chr8 98980955 98980955 6.375671546265949e-07
chr8 98980956 98980956 7.483441549993586e-06
chr8 98980957 98980957 1.5880967112025246e-05
chr8 98980958 98980958 6.693860086670611e-06
chr8 98980959 98980959 5.952135688858107e-05
chr8 98980960 98980960 4.121038728044368e-06
chr8 98980961 98980961 2.952060640382115e-07
chr8 98980962 98980962 7.442391506629065e-06
chr8 98980963 98980963 8.300205081468448e-06
chr8 98980964 98980964 3.852164445561357e-05
chr8 98980965 98980965 2.207023680966813e-05
chr8 98980966 98980966 8.981258361018263e-06
chr8 98980967 98980967 1.6827689250931144e-05
chr8 98980968 98980968 2.343147571082227e-05
chr8 98980969 98980969 4.623990025720559e-05
chr8 98980970 98980970 2.758027403615415e-05
chr8 98980971 98980971 3.316395122965332e-06
chr8 98980972 98980972 5.068788141215919e-06
chr8 98980973 98980973 2.558617779868655e-06
chr8 98980974 98980974 3.664918949652929e-06
chr8 98980975 98980975 2.0179444618406706e-05
chr8 98980976 98980976 2.063457213807851e-05
chr8 98980977 98980977 4.372909461380914e-05
chr8 98980978 98980978 6.223855598364025e-05
chr8 98980979 98980979 3.7226482163532637e-06
chr8 98980980 98980980 1.9545450413716026e-06
chr8 98980981 98980981 1.7656031559454277e-05
chr8 98980982 98980982 1.454533276046277e-06
chr8 98980983 98980983 3.140873013762757e-05
chr8 98980984 98980984 2.7131180104333907e-05
chr8 98980985 98980985 1.8269120118930005e-06
chr8 98980986 98980986 3.8107111322460696e-05
chr8 98980987 98980987 1.6255547961918637e-05
chr8 98980988 98980988 2.317197504453361e-05
chr8 98980989 98980989 2.0286084691178985e-05
chr8 98980990 98980990 4.5517888793256134e-05
chr8 98980991 98980991 7.092153828125447e-05
chr8 98980992 98980992 4.83814346807776e-06
chr8 98980993 98980993 1.4301793271442875e-05
chr8 98980994 98980994 2.388496341154678e-06
chr8 98980995 98980995 1.3519945241569076e-05
chr8 98980996 98980996 5.730624707211973e-06
chr8 98980997 98980997 6.671562005067244e-06
chr8 98980998 98980998 3.448841016506776e-05
chr8 98980999 98980999 5.976303145871498e-05
chr8 98981000 98981000 1.5323596016969532e-05
chr8 98981001 98981001 8.269253157777712e-06
chr8 98981002 98981002 1.945497206179425e-05
chr8 98981003 98981003 3.0590979349653935e-06
chr8 98981004 98981004 2.8960585041204467e-05
chr8 98981005 98981005 3.350266342749819e-05
chr8 98981006 98981006 8.486034857924096e-06
chr8 98981007 98981007 2.3200187570182607e-05
chr8 98981008 98981008 5.106889148009941e-05
chr8 98981009 98981009 2.314769517397508e-05
chr8 98981010 98981010 1.0601245776342694e-05
chr8 98981011 98981011 2.1082898456370458e-05
chr8 98981012 98981012 9.520739695290104e-06
chr8 98981013 98981013 1.6210115063586272e-05
chr8 98981014 98981014 1.2714212061837316e-05
chr8 98981015 98981015 1.4700244719278999e-05
chr8 98981016 98981016 1.3466828022501431e-05
chr8 98981017 98981017 8.46946204546839e-06
chr8 98981018 98981018 2.5263472707592882e-05
chr8 98981019 98981019 2.535658495617099e-05
chr8 98981020 98981020 3.732592813321389e-05
chr8 98981021 98981021 4.554434781312011e-05
chr8 98981022 98981022 2.924139153037686e-05
chr8 98981023 98981023 5.258853434497723e-06
chr8 98981024 98981024 1.9326054825796746e-05
chr8 98981025 98981025 1.0108443348144647e-05
chr8 98981026 98981026 1.6650021279929206e-05
chr8 98981027 98981027 3.426957846386358e-07
chr8 98981028 98981028 5.9170568420086056e-05
chr8 98981029 98981029 1.1509599062264897e-05
chr8 98981030 98981030 1.2545193385449238e-05
chr8 98981031 98981031 3.856514467770467e-06
chr8 98981032 98981032 1.1500102118588984e-05
chr8 98981033 98981033 1.657693246670533e-06
chr8 98981034 98981034 7.462061603291659e-06
chr8 98981035 98981035 4.96459542773664e-05
chr8 98981036 98981036 9.541182407701854e-06
chr8 98981037 98981037 9.829876944422722e-06
chr8 98981038 98981038 1.1130415259685833e-05
chr8 98981039 98981039 5.381479058996774e-05
chr8 98981040 98981040 4.9156908062286675e-05
chr8 98981041 98981041 1.5763394912937656e-05
chr8 98981042 98981042 1.8171256670029834e-05
chr8 98981043 98981043 1.1625789738900494e-05
chr8 98981044 98981044 3.163729707011953e-05
chr8 98981045 98981045 4.3351989006623626e-05
chr8 98981046 98981046 2.152184424630832e-05
chr8 98981047 98981047 1.3445715012494475e-05
chr8 98981048 98981048 2.916696212196257e-05
chr8 98981049 98981049 3.73798466171138e-05
chr8 98981050 98981050 4.680848360294476e-05
chr8 98981051 98981051 1.546587736811489e-05
chr8 98981052 98981052 2.8992544685024768e-05
chr8 98981053 98981053 4.20558026235085e-05
chr8 98981054 98981054 1.6658599633956328e-05
chr8 98981055 98981055 6.187477083585691e-06
chr8 98981056 98981056 2.1485144316102378e-05
chr8 98981057 98981057 3.077544897678308e-05
chr8 98981058 98981058 4.7960533265722916e-05
chr8 98981059 98981059 3.148695031995885e-05
chr8 98981060 98981060 3.395738895051181e-05
chr8 98981061 98981061 2.9647784685948864e-05
chr8 98981062 98981062 7.827487024769653e-06
chr8 98981063 98981063 4.027729301014915e-05
chr8 98981064 98981064 1.8286182239535265e-06
chr8 98981065 98981065 2.0395673345774412e-06
chr8 98981066 98981066 9.051957931660581e-06
chr8 98981067 98981067 2.277439125464298e-05
chr8 98981068 98981068 2.23979186557699e-05
chr8 98981069 98981069 2.1317606297088787e-05
chr8 98981070 98981070 4.18753324993304e-06
chr8 98981071 98981071 1.293702098337235e-05
chr8 98981072 98981072 2.0137467799941078e-05
chr8 98981073 98981073 2.5570780053385533e-06
chr8 98981074 98981074 5.1108727348037064e-05
chr8 98981075 98981075 2.0480754756135866e-05
chr8 98981076 98981076 3.3850810723379254e-05
chr8 98981077 98981077 1.0580540219962131e-05
chr8 98981078 98981078 5.964472620689776e-06
chr8 98981079 98981079 5.483589575305814e-06
chr8 98981080 98981080 3.5109755117446184e-05
chr8 98981081 98981081 6.5319072746206075e-06
chr8 98981082 98981082 2.5068349714274518e-05
chr8 98981083 98981083 7.237509271362796e-05
chr8 98981084 98981084 1.6710435374989174e-05
chr8 98981085 98981085 2.066696652036626e-06
chr8 98981086 98981086 2.9622233341797255e-05
chr8 98981087 98981087 3.001646973643801e-06
chr8 98981088 98981088 3.47466702805832e-05
chr8 98981089 98981089 2.3629359930055216e-05
chr8 98981090 98981090 1.1577913028304465e-06
chr8 98981091 98981091 3.118095992249437e-05
chr8 98981092 98981092 3.0222104214772116e-06
chr8 98981093 98981093 7.67219353292603e-06
chr8 98981094 98981094 1.5978279407136142e-05
chr8 98981095 98981095 1.0601316716929432e-05
chr8 98981096 98981096 1.1678417649818584e-05
chr8 98981097 98981097 5.954754215053981e-06
chr8 98981098 98981098 6.281137302721618e-06
chr8 98981099 98981099 1.0128357644134667e-05
chr8 98981100 98981100 8.88573322299635e-06
chr8 98981101 98981101 8.912611519917846e-06
chr8 98981102 98981102 1.6856862202985212e-05
chr8 98981103 98981103 2.9413431548164226e-05
chr8 98981104 98981104 4.853012796957046e-05
chr8 98981105 98981105 3.0443079594988376e-05
chr8 98981106 98981106 5.680660251528025e-06
chr8 98981107 98981107 1.6527030311408453e-05
chr8 98981108 98981108 1.2505482118285727e-05
chr8 98981109 98981109 3.056913919863291e-05
chr8 98981110 98981110 1.6153194337675814e-06
chr8 98981111 98981111 5.35393955942709e-05
chr8 98981112 98981112 5.4958574764896184e-05
chr8 98981113 98981113 1.5391606211778708e-05
chr8 98981114 98981114 4.467444523470476e-05
chr8 98981115 98981115 1.037807305692695e-05
chr8 98981116 98981116 1.760191298671998e-05
chr8 98981117 98981117 2.329822746105492e-05
chr8 98981118 98981118 7.0734140535932966e-06
chr8 98981119 98981119 1.3615354873763863e-05
chr8 98981120 98981120 1.0933569683402311e-05
chr8 98981121 98981121 1.4292179912445135e-05
chr8 98981122 98981122 2.2532869934366317e-06
chr8 98981123 98981123 2.3579363187309355e-05
chr8 98981124 98981124 5.587880423263414e-06
chr8 98981125 98981125 2.8759768611053005e-06
chr8 98981126 98981126 1.5218599855870707e-06
chr8 98981127 98981127 2.794991814880632e-05
chr8 98981128 98981128 8.697284101799596e-06
chr8 98981129 98981129 1.3532975572161376e-05
chr8 98981130 98981130 3.308393934275955e-05
chr8 98981131 98981131 1.4247132639866322e-05
chr8 98981132 98981132 1.192082891066093e-05
chr8 98981133 98981133 1.9849323507514782e-05
chr8 98981134 98981134 2.46117797360057e-05
chr8 98981135 98981135 3.442855813773349e-05
chr8 98981136 98981136 1.685873940004967e-05
